plataforma,equipamento,tipo_sensor,valor,unidade,timestamp
Plataforma B,SensorBox 1,pressao,56.31,Pa,2025-03-22T16:35:02.012806+00:00
Plataforma B,SensorBox 1,temperatura,58.8,C,2025-03-22T16:35:02.012812+00:00
Plataforma B,SensorBox 1,umidade,37.96,%,2025-03-22T16:35:02.012812+00:00
Plataforma B,SensorBox 1,pressao,65.88,Pa,2025-03-22T16:35:02.012812+00:00
Plataforma C,SensorBox 3,temperatura,77.17,C,2025-03-22T16:35:02.012817+00:00
Plataforma C,SensorBox 3,umidade,60.55,%,2025-03-22T16:35:02.012817+00:00
Plataforma C,SensorBox 3,pressao,73.1,Pa,2025-03-22T16:35:02.012817+00:00
Plataforma C,SensorBox 1,temperatura,17.06,C,2025-03-22T16:35:02.012823+00:00
Plataforma C,SensorBox 1,umidade,69.4,%,2025-03-22T16:35:02.012823+00:00
Plataforma C,SensorBox 1,pressao,68.22,Pa,2025-03-22T16:35:02.012823+00:00
Plataforma B,SensorBox 2,temperatura,70.56,C,2025-03-22T16:35:02.012828+00:00
Plataforma B,SensorBox 2,umidade,23.86,%,2025-03-22T16:35:02.012828+00:00
Plataforma B,SensorBox 2,pressao,37.36,Pa,2025-03-22T16:35:02.012828+00:00
Plataforma C,SensorBox 3,temperatura,43.59,C,2025-03-22T16:35:02.012834+00:00
Plataforma C,SensorBox 3,umidade,30.27,%,2025-03-22T16:35:02.012834+00:00
Plataforma C,SensorBox 3,pressao,54.21,Pa,2025-03-22T16:35:02.012834+00:00
Plataforma B,SensorBox 1,temperatura,66.7,C,2025-03-22T16:35:02.012839+00:00
Plataforma B,SensorBox 1,umidade,43.78,%,2025-03-22T16:35:02.012839+00:00
Plataforma B,SensorBox 1,pressao,26.2,Pa,2025-03-22T16:35:02.012839+00:00
Plataforma B,SensorBox 2,temperatura,76.18,C,2025-03-22T16:35:02.012845+00:00
Plataforma B,SensorBox 2,umidade,99.76,%,2025-03-22T16:35:02.012845+00:00
Plataforma B,SensorBox 2,pressao,83.37,Pa,2025-03-22T16:35:02.012845+00:00
Plataforma B,SensorBox 2,temperatura,36.71,C,2025-03-22T16:35:02.012851+00:00
Plataforma B,SensorBox 2,umidade,73.99,%,2025-03-22T16:35:02.012851+00:00
Plataforma B,SensorBox 2,pressao,51.67,Pa,2025-03-22T16:35:02.012851+00:00
Plataforma A,SensorBox 3,temperatura,96.71,C,2025-03-22T16:35:02.012857+00:00
Plataforma A,SensorBox 3,umidade,48.62,%,2025-03-22T16:35:02.012857+00:00
Plataforma A,SensorBox 3,pressao,45.71,Pa,2025-03-22T16:35:02.012857+00:00
Plataforma B,SensorBox 3,temperatura,44.78,C,2025-03-22T16:35:02.012864+00:00
Plataforma B,SensorBox 3,umidade,91.84,%,2025-03-22T16:35:02.012864+00:00
Plataforma B,SensorBox 3,pressao,39.65,Pa,2025-03-22T16:35:02.012864+00:00
Plataforma C,SensorBox 3,temperatura,39.9,C,2025-03-22T16:35:02.012870+00:00
Plataforma C,SensorBox 3,umidade,14.91,%,2025-03-22T16:35:02.012870+00:00
Plataforma C,SensorBox 3,pressao,23.72,Pa,2025-03-22T16:35:02.012870+00:00
Plataforma A,SensorBox 2,temperatura,67.76,C,2025-03-22T16:35:02.012877+00:00
Plataforma A,SensorBox 2,umidade,82.81,%,2025-03-22T16:35:02.012877+00:00
Plataforma A,SensorBox 2,pressao,87.39,Pa,2025-03-22T16:35:02.012877+00:00
Plataforma C,SensorBox 1,temperatura,31.39,C,2025-03-22T16:35:02.012882+00:00
Plataforma C,SensorBox 1,umidade,38.87,%,2025-03-22T16:35:02.012882+00:00
Plataforma C,SensorBox 1,pressao,58.61,Pa,2025-03-22T16:35:02.012882+00:00
Plataforma C,SensorBox 3,temperatura,78.24,C,2025-03-22T16:35:02.012888+00:00
Plataforma C,SensorBox 3,umidade,54.63,%,2025-03-22T16:35:02.012888+00:00
Plataforma C,SensorBox 3,pressao,77.93,Pa,2025-03-22T16:35:02.012888+00:00
Plataforma B,SensorBox 1,temperatura,47.35,C,2025-03-22T16:35:02.012893+00:00
Plataforma B,SensorBox 1,umidade,19.76,%,2025-03-22T16:35:02.012893+00:00
Plataforma B,SensorBox 1,pressao,41.07,Pa,2025-03-22T16:35:02.012893+00:00
Plataforma C,SensorBox 3,temperatura,84.2,C,2025-03-22T16:35:02.012900+00:00
Plataforma C,SensorBox 3,umidade,34.95,%,2025-03-22T16:35:02.012900+00:00
Plataforma C,SensorBox 3,pressao,89.22,Pa,2025-03-22T16:35:02.012900+00:00
Plataforma A,SensorBox 2,temperatura,28.56,C,2025-03-22T16:35:02.012906+00:00
Plataforma A,SensorBox 2,umidade,36.32,%,2025-03-22T16:35:02.012906+00:00
Plataforma A,SensorBox 2,pressao,10.65,Pa,2025-03-22T16:35:02.012906+00:00
Plataforma A,SensorBox 1,temperatura,28.37,C,2025-03-22T16:35:02.012911+00:00
Plataforma A,SensorBox 1,umidade,91.68,%,2025-03-22T16:35:02.012911+00:00
Plataforma A,SensorBox 1,pressao,71.65,Pa,2025-03-22T16:35:02.012911+00:00
Plataforma B,SensorBox 1,temperatura,43.64,C,2025-03-22T16:35:02.012917+00:00
Plataforma B,SensorBox 1,umidade,88.41,%,2025-03-22T16:35:02.012917+00:00
Plataforma B,SensorBox 1,pressao,41.54,Pa,2025-03-22T16:35:02.012917+00:00
Plataforma C,SensorBox 2,temperatura,51.09,C,2025-03-22T16:35:02.012922+00:00
Plataforma C,SensorBox 2,umidade,46.31,%,2025-03-22T16:35:02.012922+00:00
Plataforma C,SensorBox 2,pressao,71.19,Pa,2025-03-22T16:35:02.012922+00:00
Plataforma B,SensorBox 2,temperatura,63.94,C,2025-03-22T16:35:02.012928+00:00
Plataforma B,SensorBox 2,umidade,86.02,%,2025-03-22T16:35:02.012928+00:00
Plataforma B,SensorBox 2,pressao,28.75,Pa,2025-03-22T16:35:02.012928+00:00
Plataforma B,SensorBox 1,temperatura,88.58,C,2025-03-22T16:35:02.012936+00:00
Plataforma B,SensorBox 1,umidade,52.99,%,2025-03-22T16:35:02.012936+00:00
Plataforma B,SensorBox 1,pressao,13.56,Pa,2025-03-22T16:35:02.012936+00:00
Plataforma C,SensorBox 2,temperatura,59.72,C,2025-03-22T16:35:02.012942+00:00
Plataforma C,SensorBox 2,umidade,73.29,%,2025-03-22T16:35:02.012942+00:00
Plataforma C,SensorBox 2,pressao,98.22,Pa,2025-03-22T16:35:02.012942+00:00
Plataforma A,SensorBox 3,temperatura,58.35,C,2025-03-22T16:35:02.012948+00:00
Plataforma A,SensorBox 3,umidade,19.33,%,2025-03-22T16:35:02.012948+00:00
Plataforma A,SensorBox 3,pressao,71.17,Pa,2025-03-22T16:35:02.012948+00:00
Plataforma A,SensorBox 2,temperatura,45.47,C,2025-03-22T16:35:02.012954+00:00
Plataforma A,SensorBox 2,umidade,77.76,%,2025-03-22T16:35:02.012954+00:00
Plataforma A,SensorBox 2,pressao,82.57,Pa,2025-03-22T16:35:02.012954+00:00
Plataforma C,SensorBox 2,temperatura,26.53,C,2025-03-22T16:35:02.012960+00:00
Plataforma C,SensorBox 2,umidade,59.26,%,2025-03-22T16:35:02.012960+00:00
Plataforma C,SensorBox 2,pressao,47.12,Pa,2025-03-22T16:35:02.012960+00:00
Plataforma A,SensorBox 3,temperatura,82.3,C,2025-03-22T16:35:02.012965+00:00
Plataforma A,SensorBox 3,umidade,87.34,%,2025-03-22T16:35:02.012965+00:00
Plataforma A,SensorBox 3,pressao,94.51,Pa,2025-03-22T16:35:02.012965+00:00
Plataforma B,SensorBox 2,temperatura,69.6,C,2025-03-22T16:35:02.012971+00:00
Plataforma B,SensorBox 2,umidade,22.27,%,2025-03-22T16:35:02.012971+00:00
Plataforma B,SensorBox 2,pressao,91.65,Pa,2025-03-22T16:35:02.012971+00:00
Plataforma A,SensorBox 2,temperatura,56.98,C,2025-03-22T16:35:02.012977+00:00
Plataforma A,SensorBox 2,umidade,15.49,%,2025-03-22T16:35:02.012977+00:00
Plataforma A,SensorBox 2,pressao,95.49,Pa,2025-03-22T16:35:02.012977+00:00
Plataforma B,SensorBox 2,temperatura,69.26,C,2025-03-22T16:35:02.012982+00:00
Plataforma B,SensorBox 2,umidade,28.36,%,2025-03-22T16:35:02.012982+00:00
Plataforma B,SensorBox 2,pressao,76.38,Pa,2025-03-22T16:35:02.012982+00:00
Plataforma B,SensorBox 3,temperatura,72.94,C,2025-03-22T16:35:02.012987+00:00
Plataforma B,SensorBox 3,umidade,83.34,%,2025-03-22T16:35:02.012987+00:00
Plataforma B,SensorBox 3,pressao,13.69,Pa,2025-03-22T16:35:02.012987+00:00
Plataforma A,SensorBox 1,temperatura,66.87,C,2025-03-22T16:35:02.012994+00:00
Plataforma A,SensorBox 1,umidade,72.99,%,2025-03-22T16:35:02.012994+00:00
Plataforma A,SensorBox 1,pressao,20.32,Pa,2025-03-22T16:35:02.012994+00:00
Plataforma C,SensorBox 3,temperatura,73.03,C,2025-03-22T16:35:02.013000+00:00
Plataforma C,SensorBox 3,umidade,97.22,%,2025-03-22T16:35:02.013000+00:00
Plataforma C,SensorBox 3,pressao,43.52,Pa,2025-03-22T16:35:02.013000+00:00
Plataforma B,SensorBox 2,temperatura,31.91,C,2025-03-22T16:35:02.013005+00:00
Plataforma B,SensorBox 2,umidade,17.15,%,2025-03-22T16:35:02.013005+00:00
Plataforma B,SensorBox 2,pressao,49.55,Pa,2025-03-22T16:35:02.013005+00:00
Plataforma B,SensorBox 1,temperatura,94.18,C,2025-03-22T16:35:02.013012+00:00
Plataforma B,SensorBox 1,umidade,79.26,%,2025-03-22T16:35:02.013012+00:00
Plataforma B,SensorBox 1,pressao,95.13,Pa,2025-03-22T16:35:02.013012+00:00
Plataforma C,SensorBox 1,temperatura,87.35,C,2025-03-22T16:35:02.013018+00:00
Plataforma C,SensorBox 1,umidade,56.21,%,2025-03-22T16:35:02.013018+00:00
Plataforma C,SensorBox 1,pressao,99.85,Pa,2025-03-22T16:35:02.013018+00:00
Plataforma B,SensorBox 2,temperatura,89.35,C,2025-03-22T16:35:02.013023+00:00
Plataforma B,SensorBox 2,umidade,97.38,%,2025-03-22T16:35:02.013023+00:00
Plataforma B,SensorBox 2,pressao,44.97,Pa,2025-03-22T16:35:02.013023+00:00
Plataforma A,SensorBox 2,temperatura,81.53,C,2025-03-22T16:35:02.013029+00:00
Plataforma A,SensorBox 2,umidade,24.14,%,2025-03-22T16:35:02.013029+00:00
Plataforma A,SensorBox 2,pressao,27.19,Pa,2025-03-22T16:35:02.013029+00:00
Plataforma B,SensorBox 1,temperatura,82.9,C,2025-03-22T16:35:02.013034+00:00
Plataforma B,SensorBox 1,umidade,80.05,%,2025-03-22T16:35:02.013034+00:00
Plataforma B,SensorBox 1,pressao,68.38,Pa,2025-03-22T16:35:02.013034+00:00
Plataforma B,SensorBox 1,temperatura,20.89,C,2025-03-22T16:35:02.013041+00:00
Plataforma B,SensorBox 1,umidade,59.94,%,2025-03-22T16:35:02.013041+00:00
Plataforma B,SensorBox 1,pressao,25.07,Pa,2025-03-22T16:35:02.013041+00:00
Plataforma B,SensorBox 2,temperatura,88.78,C,2025-03-22T16:35:02.013047+00:00
Plataforma B,SensorBox 2,umidade,93.96,%,2025-03-22T16:35:02.013047+00:00
Plataforma B,SensorBox 2,pressao,22.05,Pa,2025-03-22T16:35:02.013047+00:00
Plataforma A,SensorBox 2,temperatura,32.69,C,2025-03-22T16:35:02.013052+00:00
Plataforma A,SensorBox 2,umidade,21.06,%,2025-03-22T16:35:02.013052+00:00
Plataforma A,SensorBox 2,pressao,84.22,Pa,2025-03-22T16:35:02.013052+00:00
Plataforma C,SensorBox 3,temperatura,14.34,C,2025-03-22T16:35:02.013058+00:00
Plataforma C,SensorBox 3,umidade,74.28,%,2025-03-22T16:35:02.013058+00:00
Plataforma C,SensorBox 3,pressao,93.26,Pa,2025-03-22T16:35:02.013058+00:00
Plataforma C,SensorBox 1,temperatura,83.72,C,2025-03-22T16:35:02.013098+00:00
Plataforma C,SensorBox 1,umidade,35.69,%,2025-03-22T16:35:02.013098+00:00
Plataforma C,SensorBox 1,pressao,53.63,Pa,2025-03-22T16:35:02.013098+00:00
Plataforma B,SensorBox 2,temperatura,63.42,C,2025-03-22T16:35:02.013109+00:00
Plataforma B,SensorBox 2,umidade,95.05,%,2025-03-22T16:35:02.013109+00:00
Plataforma B,SensorBox 2,pressao,17.29,Pa,2025-03-22T16:35:02.013109+00:00
Plataforma A,SensorBox 1,temperatura,94.54,C,2025-03-22T16:35:02.013116+00:00
Plataforma A,SensorBox 1,umidade,43.35,%,2025-03-22T16:35:02.013116+00:00
Plataforma A,SensorBox 1,pressao,36.41,Pa,2025-03-22T16:35:02.013116+00:00
Plataforma A,SensorBox 3,temperatura,94.85,C,2025-03-22T16:35:02.013122+00:00
Plataforma A,SensorBox 3,umidade,79.98,%,2025-03-22T16:35:02.013122+00:00
Plataforma A,SensorBox 3,pressao,38.02,Pa,2025-03-22T16:35:02.013122+00:00
Plataforma A,SensorBox 2,temperatura,75.03,C,2025-03-22T16:35:02.013132+00:00
Plataforma A,SensorBox 2,umidade,59.69,%,2025-03-22T16:35:02.013132+00:00
Plataforma A,SensorBox 2,pressao,70.44,Pa,2025-03-22T16:35:02.013132+00:00
Plataforma B,SensorBox 1,temperatura,36.15,C,2025-03-22T16:35:02.013138+00:00
Plataforma B,SensorBox 1,umidade,97.26,%,2025-03-22T16:35:02.013138+00:00
Plataforma B,SensorBox 1,pressao,42.1,Pa,2025-03-22T16:35:02.013138+00:00
Plataforma C,SensorBox 3,temperatura,62.77,C,2025-03-22T16:35:02.013143+00:00
Plataforma C,SensorBox 3,umidade,98.7,%,2025-03-22T16:35:02.013143+00:00
Plataforma C,SensorBox 3,pressao,97.26,Pa,2025-03-22T16:35:02.013143+00:00
Plataforma A,SensorBox 3,temperatura,96.9,C,2025-03-22T16:35:02.013149+00:00
Plataforma A,SensorBox 3,umidade,91.2,%,2025-03-22T16:35:02.013149+00:00
Plataforma A,SensorBox 3,pressao,42.33,Pa,2025-03-22T16:35:02.013149+00:00
Plataforma A,SensorBox 3,temperatura,93.11,C,2025-03-22T16:35:02.013154+00:00
Plataforma A,SensorBox 3,umidade,75.38,%,2025-03-22T16:35:02.013154+00:00
Plataforma A,SensorBox 3,pressao,58.95,Pa,2025-03-22T16:35:02.013154+00:00
Plataforma A,SensorBox 2,temperatura,85.52,C,2025-03-22T16:35:02.013160+00:00
Plataforma A,SensorBox 2,umidade,44.45,%,2025-03-22T16:35:02.013160+00:00
Plataforma A,SensorBox 2,pressao,82.61,Pa,2025-03-22T16:35:02.013160+00:00
Plataforma A,SensorBox 2,temperatura,80.03,C,2025-03-22T16:35:02.013166+00:00
Plataforma A,SensorBox 2,umidade,29.03,%,2025-03-22T16:35:02.013166+00:00
Plataforma A,SensorBox 2,pressao,72.76,Pa,2025-03-22T16:35:02.013166+00:00
Plataforma C,SensorBox 2,temperatura,28.07,C,2025-03-22T16:35:02.013172+00:00
Plataforma C,SensorBox 2,umidade,18.66,%,2025-03-22T16:35:02.013172+00:00
Plataforma C,SensorBox 2,pressao,84.69,Pa,2025-03-22T16:35:02.013172+00:00
Plataforma B,SensorBox 3,temperatura,95.96,C,2025-03-22T16:35:02.013178+00:00
Plataforma B,SensorBox 3,umidade,96.45,%,2025-03-22T16:35:02.013178+00:00
Plataforma B,SensorBox 3,pressao,33.74,Pa,2025-03-22T16:35:02.013178+00:00
Plataforma A,SensorBox 3,temperatura,43.23,C,2025-03-22T16:35:02.013184+00:00
Plataforma A,SensorBox 3,umidade,10.45,%,2025-03-22T16:35:02.013184+00:00
Plataforma A,SensorBox 3,pressao,50.75,Pa,2025-03-22T16:35:02.013184+00:00
Plataforma C,SensorBox 2,temperatura,99.78,C,2025-03-22T16:35:02.013189+00:00
Plataforma C,SensorBox 2,umidade,72.49,%,2025-03-22T16:35:02.013189+00:00
Plataforma C,SensorBox 2,pressao,61.89,Pa,2025-03-22T16:35:02.013189+00:00
Plataforma C,SensorBox 3,temperatura,40.07,C,2025-03-22T16:35:02.013195+00:00
Plataforma C,SensorBox 3,umidade,50.62,%,2025-03-22T16:35:02.013195+00:00
Plataforma C,SensorBox 3,pressao,57.51,Pa,2025-03-22T16:35:02.013195+00:00
Plataforma C,SensorBox 2,temperatura,82.53,C,2025-03-22T16:35:02.013200+00:00
Plataforma C,SensorBox 2,umidade,91.01,%,2025-03-22T16:35:02.013200+00:00
Plataforma C,SensorBox 2,pressao,49.79,Pa,2025-03-22T16:35:02.013200+00:00
Plataforma B,SensorBox 2,temperatura,96.4,C,2025-03-22T16:35:02.013207+00:00
Plataforma B,SensorBox 2,umidade,41.22,%,2025-03-22T16:35:02.013207+00:00
Plataforma B,SensorBox 2,pressao,74.26,Pa,2025-03-22T16:35:02.013207+00:00
Plataforma B,SensorBox 1,temperatura,11.38,C,2025-03-22T16:35:02.013213+00:00
Plataforma B,SensorBox 1,umidade,33.18,%,2025-03-22T16:35:02.013213+00:00
Plataforma B,SensorBox 1,pressao,55.1,Pa,2025-03-22T16:35:02.013213+00:00
Plataforma B,SensorBox 3,temperatura,57.66,C,2025-03-22T16:35:02.013222+00:00
Plataforma B,SensorBox 3,umidade,14.47,%,2025-03-22T16:35:02.013222+00:00
Plataforma B,SensorBox 3,pressao,24.02,Pa,2025-03-22T16:35:02.013222+00:00
Plataforma B,SensorBox 3,temperatura,32.72,C,2025-03-22T16:35:02.013228+00:00
Plataforma B,SensorBox 3,umidade,27.74,%,2025-03-22T16:35:02.013228+00:00
Plataforma B,SensorBox 3,pressao,11.62,Pa,2025-03-22T16:35:02.013228+00:00
Plataforma C,SensorBox 2,temperatura,91.32,C,2025-03-22T16:35:02.013234+00:00
Plataforma C,SensorBox 2,umidade,58.46,%,2025-03-22T16:35:02.013234+00:00
Plataforma C,SensorBox 2,pressao,45.79,Pa,2025-03-22T16:35:02.013234+00:00
Plataforma A,SensorBox 3,temperatura,42.37,C,2025-03-22T16:35:02.013239+00:00
Plataforma A,SensorBox 3,umidade,37.53,%,2025-03-22T16:35:02.013239+00:00
Plataforma A,SensorBox 3,pressao,95.79,Pa,2025-03-22T16:35:02.013239+00:00
Plataforma C,SensorBox 3,temperatura,24.98,C,2025-03-22T16:35:02.013245+00:00
Plataforma C,SensorBox 3,umidade,38.98,%,2025-03-22T16:35:02.013245+00:00
Plataforma C,SensorBox 3,pressao,33.22,Pa,2025-03-22T16:35:02.013245+00:00
Plataforma B,SensorBox 1,temperatura,33.48,C,2025-03-22T16:35:02.013250+00:00
Plataforma B,SensorBox 1,umidade,46.28,%,2025-03-22T16:35:02.013250+00:00
Plataforma B,SensorBox 1,pressao,76.37,Pa,2025-03-22T16:35:02.013250+00:00
Plataforma B,SensorBox 2,temperatura,82.78,C,2025-03-22T16:35:02.013256+00:00
Plataforma B,SensorBox 2,umidade,21.59,%,2025-03-22T16:35:02.013256+00:00
Plataforma B,SensorBox 2,pressao,70.31,Pa,2025-03-22T16:35:02.013256+00:00
Plataforma C,SensorBox 3,temperatura,90.14,C,2025-03-22T16:35:02.013261+00:00
Plataforma C,SensorBox 3,umidade,69.83,%,2025-03-22T16:35:02.013261+00:00
Plataforma C,SensorBox 3,pressao,34.58,Pa,2025-03-22T16:35:02.013261+00:00
Plataforma C,SensorBox 1,temperatura,80.97,C,2025-03-22T16:35:02.013268+00:00
Plataforma C,SensorBox 1,umidade,48.51,%,2025-03-22T16:35:02.013268+00:00
Plataforma C,SensorBox 1,pressao,26.33,Pa,2025-03-22T16:35:02.013268+00:00
Plataforma B,SensorBox 2,temperatura,13.52,C,2025-03-22T16:35:02.013274+00:00
Plataforma B,SensorBox 2,umidade,49.82,%,2025-03-22T16:35:02.013274+00:00
Plataforma B,SensorBox 2,pressao,84.16,Pa,2025-03-22T16:35:02.013274+00:00
Plataforma A,SensorBox 3,temperatura,19.57,C,2025-03-22T16:35:02.013281+00:00
Plataforma A,SensorBox 3,umidade,36.49,%,2025-03-22T16:35:02.013281+00:00
Plataforma A,SensorBox 3,pressao,22.47,Pa,2025-03-22T16:35:02.013281+00:00
Plataforma B,SensorBox 1,temperatura,73.81,C,2025-03-22T16:35:02.013288+00:00
Plataforma B,SensorBox 1,umidade,66.77,%,2025-03-22T16:35:02.013288+00:00
Plataforma B,SensorBox 1,pressao,67.09,Pa,2025-03-22T16:35:02.013288+00:00
Plataforma C,SensorBox 1,temperatura,72.02,C,2025-03-22T16:35:02.013294+00:00
Plataforma C,SensorBox 1,umidade,89.18,%,2025-03-22T16:35:02.013294+00:00
Plataforma C,SensorBox 1,pressao,80.44,Pa,2025-03-22T16:35:02.013294+00:00
Plataforma C,SensorBox 2,temperatura,80.29,C,2025-03-22T16:35:02.013301+00:00
Plataforma C,SensorBox 2,umidade,44.95,%,2025-03-22T16:35:02.013301+00:00
Plataforma C,SensorBox 2,pressao,64.36,Pa,2025-03-22T16:35:02.013301+00:00
Plataforma A,SensorBox 3,temperatura,12.72,C,2025-03-22T16:35:02.013307+00:00
Plataforma A,SensorBox 3,umidade,75.7,%,2025-03-22T16:35:02.013307+00:00
Plataforma A,SensorBox 3,pressao,45.86,Pa,2025-03-22T16:35:02.013307+00:00
Plataforma C,SensorBox 3,temperatura,34.44,C,2025-03-22T16:35:02.013312+00:00
Plataforma C,SensorBox 3,umidade,25.46,%,2025-03-22T16:35:02.013312+00:00
Plataforma C,SensorBox 3,pressao,29.3,Pa,2025-03-22T16:35:02.013312+00:00
Plataforma A,SensorBox 1,temperatura,70.51,C,2025-03-22T16:35:02.013319+00:00
Plataforma A,SensorBox 1,umidade,55.34,%,2025-03-22T16:35:02.013319+00:00
Plataforma A,SensorBox 1,pressao,73.75,Pa,2025-03-22T16:35:02.013319+00:00
Plataforma B,SensorBox 2,temperatura,19.07,C,2025-03-22T16:35:02.013325+00:00
Plataforma B,SensorBox 2,umidade,94.96,%,2025-03-22T16:35:02.013325+00:00
Plataforma B,SensorBox 2,pressao,68.06,Pa,2025-03-22T16:35:02.013325+00:00
Plataforma C,SensorBox 2,temperatura,46.41,C,2025-03-22T16:35:02.013330+00:00
Plataforma C,SensorBox 2,umidade,69.2,%,2025-03-22T16:35:02.013330+00:00
Plataforma C,SensorBox 2,pressao,24.1,Pa,2025-03-22T16:35:02.013330+00:00
Plataforma B,SensorBox 2,temperatura,32.75,C,2025-03-22T16:35:02.013336+00:00
Plataforma B,SensorBox 2,umidade,93.5,%,2025-03-22T16:35:02.013336+00:00
Plataforma B,SensorBox 2,pressao,57.29,Pa,2025-03-22T16:35:02.013336+00:00
Plataforma A,SensorBox 1,temperatura,82.11,C,2025-03-22T16:35:02.013342+00:00
Plataforma A,SensorBox 1,umidade,92.84,%,2025-03-22T16:35:02.013342+00:00
Plataforma A,SensorBox 1,pressao,14.68,Pa,2025-03-22T16:35:02.013342+00:00
Plataforma C,SensorBox 2,temperatura,43.39,C,2025-03-22T16:35:02.013347+00:00
Plataforma C,SensorBox 2,umidade,67.58,%,2025-03-22T16:35:02.013347+00:00
Plataforma C,SensorBox 2,pressao,52.27,Pa,2025-03-22T16:35:02.013347+00:00
Plataforma A,SensorBox 2,temperatura,52.15,C,2025-03-22T16:35:02.013353+00:00
Plataforma A,SensorBox 2,umidade,85.26,%,2025-03-22T16:35:02.013353+00:00
Plataforma A,SensorBox 2,pressao,56.19,Pa,2025-03-22T16:35:02.013353+00:00
Plataforma C,SensorBox 1,temperatura,80.29,C,2025-03-22T16:35:02.013359+00:00
Plataforma C,SensorBox 1,umidade,40.16,%,2025-03-22T16:35:02.013359+00:00
Plataforma C,SensorBox 1,pressao,13.84,Pa,2025-03-22T16:35:02.013359+00:00
Plataforma A,SensorBox 2,temperatura,24.24,C,2025-03-22T16:35:02.013366+00:00
Plataforma A,SensorBox 2,umidade,38.02,%,2025-03-22T16:35:02.013366+00:00
Plataforma A,SensorBox 2,pressao,31.0,Pa,2025-03-22T16:35:02.013366+00:00
Plataforma B,SensorBox 3,temperatura,66.32,C,2025-03-22T16:35:02.013372+00:00
Plataforma B,SensorBox 3,umidade,54.61,%,2025-03-22T16:35:02.013372+00:00
Plataforma B,SensorBox 3,pressao,89.59,Pa,2025-03-22T16:35:02.013372+00:00
Plataforma C,SensorBox 2,temperatura,66.31,C,2025-03-22T16:35:02.013378+00:00
Plataforma C,SensorBox 2,umidade,71.46,%,2025-03-22T16:35:02.013378+00:00
Plataforma C,SensorBox 2,pressao,78.64,Pa,2025-03-22T16:35:02.013378+00:00
Plataforma B,SensorBox 2,temperatura,68.35,C,2025-03-22T16:35:02.013383+00:00
Plataforma B,SensorBox 2,umidade,41.68,%,2025-03-22T16:35:02.013383+00:00
Plataforma B,SensorBox 2,pressao,82.57,Pa,2025-03-22T16:35:02.013383+00:00
Plataforma A,SensorBox 1,temperatura,55.33,C,2025-03-22T16:35:02.013389+00:00
Plataforma A,SensorBox 1,umidade,52.72,%,2025-03-22T16:35:02.013389+00:00
Plataforma A,SensorBox 1,pressao,92.88,Pa,2025-03-22T16:35:02.013389+00:00
Plataforma A,SensorBox 3,temperatura,77.16,C,2025-03-22T16:35:02.013395+00:00
Plataforma A,SensorBox 3,umidade,74.12,%,2025-03-22T16:35:02.013395+00:00
Plataforma A,SensorBox 3,pressao,69.31,Pa,2025-03-22T16:35:02.013395+00:00
Plataforma A,SensorBox 1,temperatura,57.0,C,2025-03-22T16:35:02.013400+00:00
Plataforma A,SensorBox 1,umidade,62.44,%,2025-03-22T16:35:02.013400+00:00
Plataforma A,SensorBox 1,pressao,67.46,Pa,2025-03-22T16:35:02.013400+00:00
Plataforma C,SensorBox 1,temperatura,94.52,C,2025-03-22T16:35:02.013406+00:00
Plataforma C,SensorBox 1,umidade,71.62,%,2025-03-22T16:35:02.013406+00:00
Plataforma C,SensorBox 1,pressao,68.93,Pa,2025-03-22T16:35:02.013406+00:00
Plataforma A,SensorBox 1,temperatura,75.67,C,2025-03-22T16:35:02.013413+00:00
Plataforma A,SensorBox 1,umidade,70.53,%,2025-03-22T16:35:02.013413+00:00
Plataforma A,SensorBox 1,pressao,61.54,Pa,2025-03-22T16:35:02.013413+00:00
Plataforma B,SensorBox 1,temperatura,57.33,C,2025-03-22T16:35:02.013418+00:00
Plataforma B,SensorBox 1,umidade,29.96,%,2025-03-22T16:35:02.013418+00:00
Plataforma B,SensorBox 1,pressao,40.72,Pa,2025-03-22T16:35:02.013418+00:00
Plataforma A,SensorBox 3,temperatura,30.73,C,2025-03-22T16:35:02.013424+00:00
Plataforma A,SensorBox 3,umidade,99.25,%,2025-03-22T16:35:02.013424+00:00
Plataforma A,SensorBox 3,pressao,81.78,Pa,2025-03-22T16:35:02.013424+00:00
Plataforma B,SensorBox 1,temperatura,61.04,C,2025-03-22T16:35:02.013443+00:00
Plataforma B,SensorBox 1,umidade,78.29,%,2025-03-22T16:35:02.013443+00:00
Plataforma B,SensorBox 1,pressao,44.46,Pa,2025-03-22T16:35:02.013443+00:00
Plataforma B,SensorBox 3,temperatura,83.61,C,2025-03-22T16:35:02.013451+00:00
Plataforma B,SensorBox 3,umidade,61.34,%,2025-03-22T16:35:02.013451+00:00
Plataforma B,SensorBox 3,pressao,57.71,Pa,2025-03-22T16:35:02.013451+00:00
Plataforma B,SensorBox 1,temperatura,39.82,C,2025-03-22T16:35:02.013456+00:00
Plataforma B,SensorBox 1,umidade,50.74,%,2025-03-22T16:35:02.013456+00:00
Plataforma B,SensorBox 1,pressao,57.78,Pa,2025-03-22T16:35:02.013456+00:00
Plataforma C,SensorBox 3,temperatura,99.41,C,2025-03-22T16:35:02.013462+00:00
Plataforma C,SensorBox 3,umidade,33.52,%,2025-03-22T16:35:02.013462+00:00
